Acc_ID,Limit,SEX,EDUCATION,MARRIAGE,Debt,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
6742,240300,1,1,1,39,4891,4162,14349,11411,3006,13268,4165,14371,11411,3007,13336,0,0
6743,70100,2,2,2,24,14876,17466,16899,18013,19315,19859,2853,0,1400,1604,1000,0,1
6744,350500,2,2,1,37,50891,45886,36586,37717,58311,58467,10004,9000,10000,30002,9000,1800,0
6745,30400,2,2,2,30,36329,35296,36782,36914,33305,33688,7,2206,1500,2000,6000,6000,0
6746,30500,1,2,1,43,29870,30905,6,0,0,0,1902,0,0,4,0,0,0
6747,300400,1,1,1,45,58142,51464,49746,48015,36004,6748,3003,2000,1500,3001,1000,3000,0
6748,30400,2,3,2,25,4885,14635,6332,2870,1485,3926,14634,6485,2870,1486,3926,0,0
6749,190300,2,1,1,40,171466,163153,165289,173231,132145,146854,5,10000,15000,10092,20000,10000,1
6750,200400,1,2,2,31,2504,2505,2508,2500,2500,2500,1,0,0,2,0,0,1
6751,220300,1,2,1,48,3494,6251,29396,8460,19000,13550,6264,29390,8489,19003,13550,2969,0
6752,240500,1,1,2,31,7748,7289,11242,15214,9107,5621,7312,11263,10018,21,3637,7008,0
6753,150300,2,2,2,31,1741,1989,120,0,3865,5562,1989,112,0,3865,5575,10963,0
6754,30400,1,2,2,52,26552,25860,25152,26549,25849,25285,5,0,2113,5,0,2191,1
6755,100100,2,2,1,36,29050,5,4077,37069,20233,22227,5,4069,33000,20002,22227,20000,0
6756,180300,1,1,2,37,141494,84242,82516,81808,86024,67747,4004,3000,4000,9002,0,3000,0
6757,50400,2,2,1,25,37161,30819,27391,28081,28578,29450,1504,1500,1153,1105,1346,960,0
6758,50400,2,2,2,37,81795,84365,89223,93908,14308,14808,2685,5000,5000,1000,500,302,0
6759,30300,1,1,2,26,5862,20195,18800,6650,6118,2235,18798,0,6650,5,0,13000,0
6760,80200,2,3,2,31,4798,4994,2074,1000,0,0,1079,1000,1000,3,0,0,1
6761,210400,2,1,2,41,3,5,8,0,0,0,3,0,0,0,0,0,0
6762,180400,1,1,2,28,2659,2019,543,1123,536,536,2015,536,1123,536,536,629,1
6763,30200,1,2,3,29,14936,9005,13367,19332,18149,11743,4504,13358,18154,798,484,432,0
6764,100300,2,3,1,50,62053,58163,57959,58627,46055,43176,2253,2900,2408,1690,1820,2040,0
6765,30200,2,3,2,27,27597,29722,28821,28762,10404,8578,2597,1200,1020,10408,51000,0,0
6766,210300,2,2,2,30,1781,229,2027,0,1118,1858,230,2031,0,1120,1858,620,0
6767,500200,2,2,2,33,33766,43086,44285,46605,35766,26175,10006,2200,3500,5,1100,800,0
6768,10500,2,3,1,50,6906,7846,9641,17622,8991,0,1207,2000,176,365,0,0,0
6769,240100,1,1,2,30,13983,9974,1283,0,8621,0,9975,1276,0,8624,0,1300,0
6770,220100,2,3,2,42,197141,166226,178602,174330,179525,184562,6507,15000,0,8001,8000,15000,0
6771,130200,1,1,2,26,5,5,6,0,0,0,5,0,0,0,0,0,0
6772,50400,2,2,1,48,48436,49669,49411,47522,28711,28060,3506,2013,1863,1010,1300,2500,0
6773,210400,2,1,2,28,15665,8518,8616,9137,10637,3443,1505,1006,1500,1505,2600,99,0
6774,80300,2,3,1,34,78431,76518,74391,48315,48831,48950,3374,7248,2980,2003,1903,1851,0
6775,90500,2,2,3,38,91340,91463,91058,70101,28942,27508,4003,3137,5094,1107,1001,1201,0
6776,230200,1,3,2,33,4265,30,228,417,613,-191,1003,1000,1000,1004,0,0,0
6777,360100,2,1,2,32,4766,3420,1545,6501,3458,2786,3439,1546,6541,3480,2788,5710,0
6778,500400,2,1,2,26,-45,9417,1267,0,1121,6566,9464,1260,0,1122,6000,3000,0
6779,90500,2,3,2,29,92294,90724,39908,39200,38531,32991,4187,1600,1280,1313,1432,1088,1
6780,390100,2,1,2,27,3,285,6,0,0,48425,282,0,0,1,48425,2000,0
6781,120500,1,3,1,40,77473,78647,79764,80853,82715,84805,3005,3000,3000,3301,3600,2700,1
6782,360200,1,1,2,32,10823,5564,3281,13756,12852,20893,5590,3364,13132,10038,16104,14348,0
6783,160300,1,3,1,50,156200,102655,7,0,0,0,4707,0,0,3,0,0,1
6784,50300,2,1,2,31,50464,48345,51122,48114,19400,19240,2103,4900,0,3001,2500,1000,0
6785,10300,1,2,2,28,7610,7035,8461,9454,5784,0,2007,2000,1000,0,0,0,1
6786,70200,1,1,2,35,66879,132132,52342,27374,27133,10721,2428,4136,1024,1219,435,186,1
6787,50300,2,2,2,50,12276,7985,7966,8978,7357,7841,2012,2000,1019,3007,3008,5015,0
6788,170500,2,2,1,31,79096,62580,63324,63903,43505,43995,2240,2493,2585,1684,1901,2111,0
6789,260100,2,2,1,30,251815,256758,143247,150000,14098,28736,9394,5000,10000,14099,15000,15000,0
6790,200100,2,1,1,37,320,739,427,424,424,424,738,0,424,425,424,608,0
6791,110200,2,2,1,57,15074,16128,16858,17568,18133,18828,1606,1300,1000,1003,1000,1000,0
6792,50500,2,2,2,35,14721,15748,16764,17089,17446,17825,1268,1278,611,636,668,591,1
6793,330200,1,3,1,51,217152,218419,216234,181352,181172,179835,7855,7919,6198,6527,6523,6122,0
6794,30300,2,2,2,26,5812,7158,7883,8591,10302,10006,1605,1000,1000,2003,0,1500,0
6795,240300,2,1,1,42,126397,129376,132224,136003,139798,142574,5006,5000,6000,6001,5098,5281,0
6796,300400,2,2,1,42,5514,1987,2269,7412,5113,4121,1985,2267,7523,5117,4121,6532,0
6797,400300,1,1,2,38,5,5,6,0,0,0,7,0,0,1,0,0,1
6798,350500,2,2,1,36,83384,26310,26865,40098,10855,-2,26443,26921,40098,10856,2,0,0
6799,30300,1,2,2,24,4874,14896,14866,14260,8864,2578,16550,3000,1000,1005,1990,3597,0
6800,60400,1,1,2,30,40789,41728,42673,43254,43757,44378,2006,2001,1690,1506,1617,1502,0
6801,500500,1,1,2,30,15736,15765,18433,19200,3817,4817,3003,3000,2000,1005,2000,1885,0
6802,150300,1,2,1,41,54023,55159,56286,57397,58599,60668,2010,2044,2054,2129,3044,3150,0
6803,20100,2,1,2,24,6918,13919,10136,6165,6165,6315,14005,1145,950,1,150,6000,0
6804,30400,2,2,2,34,17013,15725,18451,7138,7638,5884,2007,3000,1000,505,5884,0,1
6805,190400,1,1,2,34,5486,6197,4997,3440,3341,3228,2457,0,200,1004,1000,1000,0
6806,500200,2,4,1,41,-392,232,-28,-37,-37,213,2201,0,0,1,250,0,0
6807,390500,2,2,2,37,42290,30043,27411,28352,28066,28215,2390,2414,2378,896,925,938,0
6808,140500,2,3,1,37,119186,130944,90902,85805,85907,88615,14118,5000,3000,4002,4000,10000,0
6809,180500,1,1,2,31,115194,117493,118513,119034,-966,-966,5705,4400,2500,937,0,0,0
6810,100200,2,2,1,37,4,5,9,0,4323,2000,1,0,0,4323,2000,0,0
6811,80400,1,3,1,55,9638,7256,8033,3878,3618,0,2,1088,1000,1000,958,1210,0
6812,310400,2,1,2,29,3476,35895,29944,20339,12924,839,201157,20146,3000,517,839,165305,0
6813,50500,1,2,2,51,90232,90652,92318,93880,99418,101392,2857,2784,2603,10003,3164,2868,1
6814,50300,1,2,1,47,44576,60545,16002,16327,16863,17282,2201,2600,600,805,700,700,0
6815,100100,1,2,1,48,66541,71771,69117,64287,67838,66135,7005,0,2500,5504,0,3000,0
6816,100200,1,2,2,26,97615,50981,-205,-212,-212,138,3007,0,0,4,500,500,1
6817,130200,2,1,2,28,7854,8876,9889,10079,10289,10495,1157,1164,360,374,376,540,1
6818,290500,1,1,1,31,1,-286,-575,-1164,291,732,5,0,0,1457,732,291,0
6819,360200,2,2,2,29,-302,-302,-298,-307,-307,-307,7,0,0,4,307,0,1
6820,60100,2,2,1,34,61293,57951,59540,60615,30592,28656,2,3120,3050,1136,1200,1206,1
6821,500300,2,1,2,32,1783,649,1147,643,628,905,649,1138,643,630,905,3111,0
6822,50300,2,2,1,34,76027,78553,77888,79471,81121,1685,3754,1558,1589,1655,9980,0,1
6823,240400,1,1,1,50,234985,234564,240905,135900,135853,127777,9501,11217,4855,4001,3200,3000,0
6824,20100,1,3,2,61,19075,18487,20336,19616,19303,1013,5,2300,0,0,0,2821,1
6825,80100,1,2,2,29,62829,63888,57731,116742,72204,79105,2181,2674,2200,14710,8000,3005,1
6826,480300,2,1,2,32,75838,-100,37658,45469,20020,3167,106,37754,32970,8004,3167,10981,0
6827,670200,1,1,2,31,244665,243214,229272,228114,232795,237726,10001,8000,8500,8194,9000,8000,0
6828,100200,2,1,2,25,84897,71276,71060,70405,71109,73905,3515,3169,3002,2025,3907,7145,0
6829,130400,1,3,1,58,583,5,591,291,441,441,7,582,0,443,441,291,1
6830,150300,2,2,2,46,37054,39476,41523,43879,44446,45394,3002,2636,3000,1528,1600,2000,0
6831,60100,2,1,2,27,38053,39152,38229,43261,42009,41036,2001,0,6000,3,0,1400,1
6832,160100,2,1,1,36,3,5,6380,0,0,0,1,6371,0,2,0,8399,0
6833,300200,1,1,2,30,699,701,703,696,696,696,697,696,696,700,696,696,0
6834,250100,2,1,2,30,176926,179084,186174,189786,195130,198147,7004,10000,10000,10005,7300,8000,1
6835,50200,1,2,2,29,49705,50242,26931,27458,28036,28772,1766,1448,982,1022,1200,1155,0
6836,430100,2,1,2,44,9781,75281,6005,38845,0,1111,75279,6008,48845,3,1111,1140,0
6837,80500,1,3,1,38,65555,66863,68285,69674,71070,73612,2399,2500,2530,2561,3700,3000,0
6838,480400,1,1,1,38,470321,469678,450181,371819,390178,383822,18514,19307,13534,28006,14,11568,0
6839,150100,1,1,2,29,6068,9611,3434,3425,0,0,5003,1000,0,2,0,53082,1
6840,70200,1,1,2,29,-46,658,3461,3245,1686,1681,703,3000,0,0,0,4000,1
6841,80500,2,3,2,28,84720,82866,80588,51537,51381,48866,2,0,0,1793,1890,1740,1
6842,300400,2,4,1,42,3404,5,4364,862,862,287,1,4358,862,5,287,5159,0
6843,500400,2,3,1,41,38326,38918,27495,27053,-9,14863,1286,1231,1154,4,14872,121,0
6844,350100,2,2,1,32,67649,68562,63188,57987,53948,39965,3044,2047,1750,1704,1721,784,0
6845,50200,1,3,1,52,640,2233,3295,4843,6379,6878,4604,1500,2000,2004,1000,3000,0
6846,50200,2,2,3,48,37279,38388,38963,39618,38852,39553,2005,1500,1600,3,1500,3000,0
6847,420200,1,1,2,36,168187,163182,149415,136292,128344,120582,15002,6000,5000,10001,10000,10000,0
6848,30400,1,3,2,27,1213,-45,-434,-830,-1220,-1220,4,0,0,1,0,2000,0
6849,150300,2,1,1,41,152881,151338,151271,146328,148012,151014,6001,10031,4630,4923,9000,5104,0
6850,150400,1,3,2,44,49732,47789,47457,47987,48051,48410,5003,6000,3000,1700,2000,2000,0
6851,190200,1,3,1,52,106413,108775,115332,112063,114484,121179,5498,9800,0,4303,8700,4500,0
6852,300500,2,2,1,32,89241,92021,92979,94817,96756,98325,4216,3377,3395,3470,3133,3307,0
6853,20500,2,1,2,26,2,20092,2118,300,150,650,20092,2200,600,3,500,0,1
6854,300300,2,2,1,35,1005,1005,1006,1000,2000,1000,1001,1000,1000,2000,1000,1000,1
6855,130500,2,2,2,26,121725,115635,115948,109428,90359,89216,4161,5802,3487,2908,3013,3093,0
6856,50300,1,2,1,51,48483,48531,50064,49735,14240,890,2319,2313,2082,678,890,14441,1
6857,450100,2,2,2,38,12052,13505,6357,11670,1530,1232,13556,6364,11728,1535,1234,201,0
6858,50300,2,2,1,33,44973,48106,47000,47940,50903,49794,3862,0,1694,3717,2000,1900,1
6859,210100,1,1,2,32,464,567,1872,932,932,1014,1033,2234,0,936,1014,1000,0
6860,350200,1,1,2,36,259527,213827,220218,225601,105586,111276,8435,9000,9500,10005,7000,10000,0
6861,110400,2,1,2,31,113097,106326,107636,106354,79154,69988,5,4334,4250,2946,2506,2458,0
6862,20400,2,2,2,34,11394,12394,15182,14634,30772,17135,1505,3000,0,1003,2000,1000,0
6863,380500,1,1,2,30,393,393,397,388,775,387,393,389,389,781,1,435,0
6864,450200,2,6,1,52,144398,150401,405,396,396,546,6399,396,396,397,546,396,0
6865,20500,1,3,2,47,18013,18088,18506,19014,19019,17484,1503,1400,1243,641,2000,480,0
6866,220300,2,1,2,32,124285,84580,93187,99097,106391,97337,10005,10000,8000,10000,10000,12097,0
6867,260400,2,2,1,34,200584,196766,78050,55871,28775,27497,7652,1765,1304,774,930,901,0
6868,300500,1,3,2,44,303751,299690,279621,286449,191187,194333,11502,14000,20000,6504,8000,7000,1
6869,150200,2,1,1,34,4606,4395,-17,-25,-25,-25,28,0,0,2,0,0,0
6870,80100,2,3,1,40,5283,5005,5009,0,0,5000,5002,5000,0,5000,5000,470,0
6871,240300,2,1,2,35,99943,92109,85202,83021,78556,78495,3505,4200,3600,3002,3000,3000,0
6872,50500,2,2,2,23,11973,14450,16398,17804,10868,12151,3003,2500,2050,3,2000,3000,0
6873,290100,2,2,1,34,76385,78205,79735,80890,81615,75661,3403,3700,3600,3005,3000,3000,0
6874,80200,1,3,2,29,10102,59719,62169,62756,61149,62464,50006,4000,2200,1,2300,5108,0
6875,70200,1,1,2,30,72606,70864,71955,69337,29949,29380,7,2800,0,1205,1200,1200,0
6876,320400,1,1,2,36,5254,2,997,6420,7174,-19,5,991,6452,9757,0,3995,0
6877,110400,2,1,2,31,48091,45985,44237,32489,26354,20221,2003,2010,3000,3004,3000,1000,0
6878,230500,1,3,1,31,105107,51589,44011,35161,24985,25176,2073,1894,1466,1022,1136,503,0
6879,120400,2,3,1,44,2210,268,4540,1211,4015,2042,269,4531,0,4019,0,1007,0
6880,90300,1,2,1,30,84847,65222,63949,62327,55800,56800,2278,3489,1639,1137,1000,0,0
6881,20300,1,3,1,59,393,395,396,21515,2942,0,394,390,10728,62,0,0,1
6882,50500,2,2,2,37,18547,17959,21687,21032,21465,24103,1,4351,0,789,3000,0,0
6883,320400,2,1,1,35,5162,972,14337,16591,9433,398,968,14331,9433,5,0,3090,0
6884,100100,1,2,2,39,99210,98227,67194,66926,66796,64513,3493,2332,2314,2369,2497,2305,0
6885,300500,1,3,2,53,18344,19852,6252,3872,11875,5290,19860,6279,3883,11885,5305,9998,0
6886,320500,1,2,2,45,36834,28790,13112,2621,9075,6564,28795,13227,2621,9075,6564,12767,0
6887,220300,1,2,2,32,167392,123986,250990,129905,131248,139420,6003,5000,6500,5004,10500,5200,1
6888,180200,2,3,3,42,30715,27602,25434,21230,17357,13303,1779,3000,892,1000,620,440,0
6889,240500,1,3,1,56,25635,27052,26663,28065,29503,32042,2502,2000,2000,2005,3000,2000,0
6890,130500,2,1,2,26,1995,5,8,0,0,0,5,0,0,4,0,0,0
6891,200300,2,2,2,35,30838,34327,36734,36749,40138,42459,4002,3000,3000,4004,3000,3000,0
6892,90200,2,1,2,35,33040,34183,36142,38240,37325,39725,2006,2500,3000,2,3000,2000,1
6893,180400,2,2,2,26,320,321,324,316,316,316,319,316,316,318,316,316,1
6894,450400,1,1,1,68,1,5,7,0,0,0,2,0,0,1,0,0,1
6895,360500,1,1,2,29,5815,4041,2317,1300,0,348,4048,2310,1300,2,348,1080,0
6896,50200,2,3,1,59,24140,23459,26764,26026,27310,29729,6,4000,0,2002,3000,0,1
6897,50400,1,1,2,26,16278,14880,19203,13134,13398,13549,4007,6200,3000,2003,2000,2500,0
6898,360100,1,1,1,40,1143,269,2202,528,264,264,7,2193,528,5,264,264,0
6899,140400,2,2,1,40,133645,136668,137116,139761,137215,133572,7005,6010,6000,5402,5000,5200,0
6900,100400,1,1,2,28,5555,4789,4751,2805,354,443,1121,1000,0,359,443,441,1
6901,280400,2,2,2,32,147650,150708,156791,156230,159123,163152,7007,10000,6000,5200,6000,5400,0
6902,150400,1,2,1,38,86335,88936,92448,102903,105240,109479,4004,5000,12000,4000,6000,50000,1
6903,320200,1,2,1,40,208211,9227,10250,11255,11478,11720,1157,1176,1187,410,426,428,0
6904,30100,2,3,2,44,26302,26300,26174,25413,25122,20448,1706,3102,1000,1015,700,1000,0
6905,20300,2,2,2,23,16002,12627,13227,13130,14034,14906,1214,1201,500,1503,1500,1000,0
6906,230300,2,2,2,26,5,5,6,0,0,0,1,0,0,4,0,0,0
6907,240400,1,1,1,61,184429,188588,191998,185383,179565,92788,7008,6180,6000,5953,5285,192557,1
6908,240100,2,1,1,32,236827,241072,241006,244836,233036,237938,10282,10500,10581,8002,8500,9400,0
6909,240200,2,1,1,52,499,3,505,-3,-3,-3,7,499,0,3,0,0,0
6910,130500,2,2,1,31,38972,40325,41333,25629,26961,28360,2001,1700,2000,2001,1500,2000,0
6911,240300,1,3,2,36,11121,10366,10008,10200,30000,24000,10727,10000,10200,30001,4000,21245,0
6912,460200,1,1,1,42,5388,40009,8,650,0,2232,40140,0,650,3,2232,3208,1
6913,60300,2,2,1,24,58035,61031,44445,35619,30210,1527,4805,0,1539,1500,1527,27887,1
6914,100500,1,2,2,46,65784,60119,59484,54336,50640,49113,5,4817,6,1702,3650,0,1
6915,240100,1,1,2,41,1644,7065,658,4770,2515,37405,8002,5000,5000,2,40000,22669,0
6916,360500,2,1,1,41,10215,-1809,-11028,12319,6050,2125,6,0,32319,6053,2125,35860,0
6917,80500,2,3,1,37,65209,72927,74952,75399,53373,55554,20003,5000,3000,5000,3000,3000,0
6918,90300,2,2,2,24,19209,12686,14161,14916,15673,17404,2004,2000,1000,1002,2000,2000,0
6919,170200,1,2,1,50,392,395,787,780,0,0,395,780,0,4,0,0,0
6920,70400,1,1,1,43,119688,127223,128398,125183,124527,125255,11106,4551,9,4232,4253,4545,0
6921,130300,2,1,2,30,2937,1693,5897,1113,1283,3000,2467,5890,1113,1287,3000,883,0
6922,140300,1,1,1,38,39600,40841,41887,42977,43960,45093,2201,2001,2100,2003,2000,2000,0
6923,50200,1,1,2,36,1,5,7,0,0,0,2,0,0,5,0,0,0
6924,240400,2,2,1,33,199790,203161,201276,182484,182478,175394,9007,9319,6200,5896,5100,6300,0
6925,230400,2,2,1,43,-137,-64,238,4749,33389,34928,2,300,4749,38002,5000,3000,0
6926,200200,1,3,1,44,1438,1275,3790,2522,1261,1436,1276,4000,0,2,1436,1261,0
6927,80100,1,1,2,33,5997,32228,8317,4082,538,4085,13654,8314,4082,4,4085,0,0
6928,350400,2,1,2,35,303954,298426,247133,228229,202220,181860,10007,9205,6810,5710,6000,4511,0
6929,460500,2,1,2,27,18740,16350,20255,9936,10833,21169,16451,20373,10018,12392,21865,13898,0
6930,60300,2,2,2,30,1,1677,844,836,780,390,1679,836,0,784,390,0,1
6931,50100,2,1,2,30,36919,38103,36708,37319,37633,40307,2106,2000,1700,1310,3400,1500,0
6932,230400,1,2,1,37,174279,176858,180646,180117,179717,124117,7007,10000,5000,0,5000,189600,0
6933,50400,2,3,1,38,38529,39614,40361,41183,42221,42935,2004,1700,1500,1702,1568,7400,1
6934,240200,1,1,1,57,99263,96824,94435,95475,96603,98699,4,0,3500,3605,3800,3700,1
6935,450300,1,1,1,42,4,5,7,0,0,0,7,0,0,2,0,0,1
6936,340200,1,1,2,35,8428,10294,9460,22630,8819,9327,10304,9461,22676,8007,9336,32776,0
6937,50100,2,2,1,24,50646,50204,23994,-17250,20129,20502,2745,2079,2177,41613,713,837,0
6938,240200,2,2,1,30,5742,5644,3434,4634,4590,9675,1222,2000,2000,4591,9675,15000,0
6939,240400,2,2,2,29,30594,2230,3717,20694,19771,38603,2242,3700,20739,10008,40115,8756,0
6940,20500,2,3,1,24,17594,18392,19163,19308,19486,19785,1315,1308,684,710,848,790,1
6941,140500,2,2,1,31,4,5,6,0,0,1122,5,0,0,5,1122,0,0
6942,20300,2,2,2,28,7489,7831,9580,12101,17128,13395,2003,4574,5101,5131,3395,5385,0
6943,360300,2,1,2,27,2746,-54,-50,11868,-2,450,6,0,11927,2,452,3818,0
6944,160200,2,2,1,40,3,5,8,0,0,0,3,0,0,3,0,0,1
6945,170300,2,1,2,32,2,5,559,0,0,0,7,550,0,0,0,0,1
6946,130500,2,2,1,38,41204,42537,46421,45000,45800,0,2024,4900,0,1003,0,0,1
6947,180300,2,1,2,29,589,1138,579,803,916,1189,1136,572,803,918,1189,375,0
6948,160500,2,1,1,37,2852,5,9,0,0,0,3,0,0,2,0,0,0
6949,110200,2,1,2,26,2733,4387,1981,1426,5660,5660,4341,5,1426,5661,0,0,1
6950,150300,2,1,1,59,1658,2282,4057,1665,559,0,2278,4066,1665,559,0,663,0
6951,20300,2,3,3,45,18131,20776,20440,19874,19546,0,3601,1200,1000,403,0,0,1
6952,20100,2,2,2,29,10820,11943,12955,13332,13618,14619,1304,1217,600,502,1230,0,0
6953,140500,2,2,1,61,113083,109801,112151,114789,115590,118221,3,5600,6000,4201,4500,4600,1
6954,180300,2,2,1,29,186897,167773,125886,119283,117515,109499,2,6000,3663,3704,3400,2771,1
6955,180500,2,2,1,28,31545,5085,9235,3235,2655,7251,5002,9000,0,2673,7251,13365,0
6956,110100,2,2,1,56,95091,94943,91460,92097,96509,93773,3406,0,3290,7000,0,3500,1
6957,210300,2,2,2,40,194362,185912,180625,184110,189134,194966,8005,10000,8000,8002,9000,8000,0
6958,120200,1,2,2,27,63123,61309,54684,52206,10325,8992,2205,1828,500,4,500,1000,1
6959,140200,2,2,1,50,8281,3152,2429,5021,2646,6117,3154,2000,5021,2649,5541,0,1
6960,530100,2,1,2,41,439335,407768,364305,345867,346676,352736,17048,14089,11962,11764,12557,12496,0
6961,80100,2,1,2,28,103,985,28804,29398,15037,0,986,28798,1000,1005,0,0,0
6962,320200,1,2,2,33,281019,187076,150449,167983,142305,153555,10456,80003,174169,10005,15013,1770,0
6963,190100,2,2,1,35,84034,86735,93713,91317,96079,94428,5002,9310,0,7204,0,8000,0
6964,300400,2,2,1,28,319,321,322,316,316,466,321,316,316,318,466,316,0
6965,310500,2,2,1,49,2,104,9,110,0,0,106,0,110,2,0,0,0
6966,150400,1,2,2,25,17638,151691,147481,7474,8173,87500,135022,3000,120000,828,80000,3684,1
6967,50400,1,3,1,46,50421,49336,48275,49075,49475,48575,5,0,2000,1003,1000,2000,1
6968,30300,1,3,2,33,5985,7374,8549,9552,9743,10085,1506,1300,1159,352,500,370,0
6969,330500,2,1,1,43,11008,4165,48556,16942,1610,26842,4164,48549,18562,4,26842,11938,0
6970,180500,2,2,1,41,5361,6181,404,629,0,978,6209,398,629,0,978,2198,0
6971,220200,2,2,1,30,142823,141545,131817,118866,115256,97161,5046,5042,3687,3660,3528,3314,0
6972,140300,1,2,1,43,139230,120785,123399,127557,117961,120570,4327,4558,6300,4225,4500,4600,0
6973,20400,1,2,1,37,17587,19824,11288,3680,4480,1650,3017,1005,1000,3001,1650,0,0
6974,20500,2,2,1,32,3370,5,8,0,2105,2105,1,0,0,2108,0,0,0
6975,170400,1,2,2,42,6177,7409,7838,2218,3972,3643,7422,7862,2218,4868,3643,2732,0
6976,80100,2,2,2,28,83125,51352,44885,42108,28316,29523,1770,1906,2000,2003,2000,2000,0
6977,200200,1,1,2,28,14338,12457,4474,3285,0,0,1217,4467,1000,0,0,0,0
6978,360400,2,2,1,34,2,5,3246,1943,0,0,3,3240,1943,2,0,0,1
6979,180100,2,1,2,55,2,41305,41307,0,3270,41300,41303,41300,0,3271,41300,0,0
6980,50300,1,2,3,39,49647,48386,44119,8522,17948,9390,2061,1014,170,17953,188,390,0
6981,50300,2,3,2,51,48913,47868,21497,20414,19342,19482,1677,1302,700,701,849,826,0
6982,90300,2,3,0,26,3701,20838,23974,13574,6800,1830,20110,4000,13574,19,5,13162,0
6983,20200,1,3,1,35,17693,17298,16809,16525,16185,-2623,2004,2004,1500,1504,0,19500,0
6984,290100,2,1,2,33,82942,82819,71547,59493,67821,71546,5021,4033,2828,10003,5000,3000,0
6985,120400,1,2,2,38,71,589,267,-66,-391,-716,848,0,66,327,325,325,0
6986,70300,2,2,2,27,33393,34837,35479,38369,42729,41496,2004,1500,3500,5304,0,0,1
6987,200400,1,1,2,52,-6672,5958,2879,390,1210,2551,16379,2392,500,1211,2551,0,1
6988,300200,1,2,1,41,30002,597,1055,-25,-25,-25,599,1057,0,0,0,0,0
6989,180500,2,2,2,37,161163,151563,154656,156584,166960,164012,7003,7100,6000,13100,0,6000,1
6990,230200,2,2,2,40,848,53011,50886,50660,51282,53162,53023,2280,2133,1138,3186,1179,0
6991,340300,2,1,1,37,242519,247343,252664,257535,262670,266351,8852,9300,9200,9231,9530,10139,0
6992,180300,1,2,1,46,130955,119114,119174,121661,122244,119536,6007,6000,6000,5005,4200,3862,0
6993,180400,2,1,2,37,7213,375,8485,792,3826,1997,373,8875,792,3831,1997,396,0
6994,130300,2,2,2,32,126838,128887,15627,0,0,0,5803,1000,0,5,0,0,0
6995,190500,2,2,1,39,115054,117861,119577,116284,123528,125478,6002,5000,0,9005,4000,5000,0
6996,50200,2,2,1,45,23589,24585,20171,10732,10566,10757,1801,1775,10732,384,757,501,0
6997,20200,1,2,2,47,20377,19932,19914,19349,17484,-1216,2004,1500,607,1360,1300,20538,0
6998,30500,1,5,2,25,21654,22661,23812,25668,24887,0,1375,1517,2381,1,0,0,0
6999,180400,2,1,2,32,-22,5636,2777,390,0,0,5659,2771,390,3,0,999,0
7000,150400,2,2,2,27,244,3185,4906,5207,5313,6340,3181,1747,1000,9119,1027,4,0
7001,30200,2,2,2,24,27337,26605,27838,26897,27278,27851,7,2006,2000,1105,1137,1300,0
7002,120100,1,2,2,31,5523,2202,1019,0,0,0,1017,0,0,0,0,0,1
7003,50100,2,3,1,37,13575,10810,8630,8799,8468,8768,1192,3000,176,171,300,1200,0
7004,20100,1,2,2,26,5217,6467,7852,10715,10406,9953,1503,1500,3000,3,0,0,1
7005,120100,1,2,2,36,857,861,863,856,856,856,859,856,856,856,856,2664,0
7006,420200,2,2,2,39,14825,16372,17716,18801,20328,25065,1803,1608,1700,2504,5065,1500,0
7007,430300,2,2,1,44,282884,289363,296227,300873,294527,308523,12704,13000,11000,5,19000,15000,1
7008,50500,2,2,2,40,394,395,399,390,390,390,391,390,390,395,390,390,0
7009,230300,2,1,2,38,2286,50820,6,0,299,338,51319,0,0,304,338,0,0
7010,110200,2,2,1,48,1496,83595,82299,78622,78430,78120,86371,2846,2755,2839,2808,2740,0
7011,400300,1,1,1,44,-2,0,5507,3259,5949,1111,3,5503,3262,5970,1111,2420,0
7012,400500,1,2,2,30,21094,19761,19065,15146,15064,12774,5,1510,1010,1005,2000,2000,0
7013,80500,2,2,1,37,7966,15295,1815,-1203,14107,8575,20010,1806,0,20002,0,6955,0
7014,250300,2,2,2,38,62132,63243,51553,48483,49553,49683,2744,1741,1824,1947,2100,1366,0
7015,280400,2,1,1,46,26577,17602,22291,20232,17567,20027,18392,22302,20274,17568,20027,17025,0
7016,200300,1,1,1,46,25933,1587,21140,2941,8191,22842,1586,21133,2941,8196,22842,5567,0
7017,110300,1,2,1,36,112830,108078,110319,108986,48641,46982,6,6307,5093,2011,2010,3000,1
7018,100200,2,3,2,40,1132,605,6,660,2030,3170,607,0,660,2032,3170,1152,0
7019,50200,1,1,2,26,392,5,679,-108,2830,0,3,672,0,2942,0,0,1
7020,30500,1,3,2,45,28295,30733,29709,29121,29715,0,3602,0,600,598,0,0,0
7021,150400,2,2,2,37,1376,1,2,6340,4998,5710,6,0,6344,5000,5712,5000,0
7022,80100,2,2,1,33,77811,77185,79155,81159,69573,70306,3005,4000,4000,5005,8000,2800,0
7023,470500,2,2,2,38,10,94,7,157,157,205430,1962,0,157,0,205430,130,0
7024,100200,2,1,2,23,72224,73864,75436,76587,78711,80510,3406,3400,3000,3504,3200,2000,0
